,return_120s,return_300s,return_600s,return_1200s,mid_return_lag_1,mid_return_lag_2,mid_return_lag_3,mid_return_lag_5,relative_spread_bps,ask_range_8_bps,bid_range_8_bps,ask_concentration,bid_concentration,ask_slope,bid_slope,log_ask_depth_1,log_ask_depth_2,log_ask_depth_3,log_ask_depth_5,log_ask_depth_8,log_bid_depth_1,log_bid_depth_2,log_bid_depth_3,log_bid_depth_5,log_bid_depth_8,obi_1,obi_2,obi_3,obi_5,obi_8,weighted_obi,microprice_edge_bps,ask_distance_1_bps,ask_distance_2_bps,ask_distance_3_bps,ask_distance_5_bps,ask_distance_8_bps,bid_distance_1_bps,bid_distance_2_bps,bid_distance_3_bps,bid_distance_5_bps,bid_distance_8_bps,spread_change_lag_1,spread_change_lag_2,spread_change_lag_3,spread_change_lag_5,spread_mean_300s,spread_std_300s,spread_mean_600s,spread_std_600s,obi5_change_lag_1,obi5_change_lag_2,obi5_change_lag_3,obi5_change_lag_5,microprice_edge_change_lag_1,microprice_edge_change_lag_2,microprice_edge_change_lag_3,microprice_edge_change_lag_5,obi5_mean_300s,obi5_std_300s,obi5_mean_600s,obi5_std_600s,weighted_obi_mean_300s,microprice_edge_mean_300s,snapshot_ofi_proxy_l1,weighted_snapshot_ofi_proxy,snapshot_ofi_proxy_300s,snapshot_ofi_proxy_600s,normalized_snapshot_ofi_300s,normalized_snapshot_ofi_600s,bid_depth_change_lag_1,ask_depth_change_lag_1,volatility_120s,volatility_300s,volatility_600s,volatility_1200s,hour_sin,hour_cos,dow_sin,dow_cos
log_ask_depth_8,1.8364673e-05,0.00013866255,6.922254e-05,5.879574e-05,0.00019016325,2.0802214e-05,5.6801066e-05,5.2643052e-05,9.958055e-05,1.335314e-05,0.00011400649,3.2652704e-05,6.199987e-05,2.4562187e-05,9.947594e-05,0.00017808014,4.6182708e-05,3.300174e-05,5.6933975e-05,0.0031158936,8.349809e-05,3.6124482e-05,2.8024671e-05,2.8200258e-05,1.2489266e-05,0.0002310147,6.4046144e-05,5.5658205e-05,1.818295e-05,2.6499306e-06,1.0042837e-05,2.8926144e-05,4.7779922e-05,0.00033377885,0.0002122931,0.00011938076,2.841047e-05,0.0,0.00017707699,0.00063087,8.6208085e-05,3.298571e-05,0.00010068412,5.5802066e-05,3.7339873e-05,3.1150194e-05,2.1182686e-06,0.00018201297,2.4189196e-05,9.88619e-05,2.7627433e-05,2.844473e-05,2.207255e-05,3.8449445e-05,7.704723e-05,2.161821e-05,2.1789356e-06,2.2370017e-05,2.7888991e-05,5.3384985e-05,1.928367e-05,6.85842e-05,4.250753e-05,4.261907e-05,0.00015402574,2.001739e-05,6.654382e-05,0.00015806584,0.00013746395,0.0001226478,3.1450072e-05,3.755079e-05,0.00012354983,0.00018862814,0.0001418643,0.00028641964,5.58697e-05,8.475315e-05,8.460348e-06,1.3699457e-06
log_bid_depth_1,2.3628743e-05,4.2234107e-05,5.3668948e-05,0.00014741787,0.00016644558,0.00014350984,0.00020847339,8.313619e-05,0.00043572986,9.775719e-05,0.00068005803,9.333249e-05,9.42472e-05,7.364031e-05,0.00036094594,0.00017014574,0.00012942443,0.00012488558,0.00011197366,8.349809e-05,0.0108368695,0.00014632776,9.800734e-05,5.7717905e-05,7.565945e-05,0.0005028919,0.00023252598,8.560735e-05,7.362678e-05,8.3824474e-05,8.333408e-05,0.00021273636,0.0002015902,0.001320014,0.00045447084,0.00021509937,5.553556e-05,2.2787188e-05,0.00194055,0.0012046251,0.00021483879,7.804363e-05,0.00018293537,0.00016343355,5.0720395e-05,4.535622e-05,5.676839e-05,0.0004128583,8.575805e-05,0.00010699281,0.00018222259,0.00010583053,4.5772726e-05,9.816446e-05,4.9962655e-05,4.8567126e-05,3.7168218e-05,9.1804366e-05,5.11073e-05,0.00013438523,2.5461834e-05,0.00039107454,1.1496896e-05,5.633039e-05,0.00022363031,5.7628484e-05,0.00014774308,0.00013565665,0.00027735948,0.00025173562,0.00010067032,0.00011032335,0.0005214577,0.0003124121,0.00035388826,0.0006816076,0.00012196976,0.0005269864,2.0772675e-05,2.7233518e-05
log_bid_depth_2,7.646414e-05,7.582297e-05,4.4423545e-05,0.00016108232,0.00063749333,5.113373e-05,7.4074356e-05,8.085868e-05,0.00032248415,7.209649e-05,0.0008065143,9.218546e-05,0.00010881916,8.966238e-05,0.00033985847,0.00033563943,8.1700746e-05,7.1708724e-05,4.6518177e-05,3.6124482e-05,0.00014632776,0.010381826,0.00012803395,3.828493e-05,6.310959e-05,0.00026738874,0.0002191527,8.07213e-05,3.4032848e-05,0.00015608832,7.951594e-05,8.725423e-05,7.441062e-05,0.0010158423,0.0007508344,0.00015805804,7.8659024e-05,8.668815e-06,0.0005244844,0.0011376069,0.00049864553,0.000104261606,0.00016713655,0.00010033117,5.4199318e-05,5.530642e-05,0.000105555046,0.0003528064,6.239585e-05,0.00014677965,0.00010965419,8.256352e-05,5.096321e-05,0.00012373271,6.076366e-05,8.3732244e-05,1.4878368e-05,6.0745548e-05,9.831574e-06,0.00013192084,6.664358e-05,0.0005177996,6.4930115e-05,3.4242654e-05,0.00025132077,0.00010871761,0.0001340619,0.00024187833,0.00018013203,0.0005881596,9.058726e-05,0.00010212842,0.00046355763,0.00029904293,0.00027122983,0.00047838892,0.0001215708,0.00033081113,1.3268131e-05,2.900309e-05
log_bid_depth_3,4.24315e-05,7.5018186e-05,5.0690498e-05,0.0001022287,0.00011054527,8.492028e-05,7.314108e-05,4.7755962e-05,0.00014215468,1.682565e-05,0.00046732594,3.4456945e-05,8.74677e-05,0.00010309839,0.00019932594,0.00015766773,4.8054455e-05,6.636407e-05,2.5502739e-05,2.8024671e-05,9.800734e-05,0.00012803395,0.0051640132,2.5425632e-05,3.175966e-05,0.00020127994,0.00010877486,8.820353e-05,3.4540368e-05,2.723674e-05,7.4814154e-05,6.1528604e-05,6.373241e-05,0.00047937123,0.00040121737,9.9820834e-05,6.1015773e-05,0.0,0.0005036028,0.0006760972,0.00029408146,5.3357333e-05,9.496994e-05,5.37291e-05,2.6533124e-05,3.6076068e-05,2.8615721e-05,0.00021287074,2.6982068e-05,9.538228e-05,6.95479e-05,4.923947e-05,0.00010187592,9.383938e-05,3.0490855e-05,3.1481482e-05,5.05773e-05,5.6320016e-05,2.8492212e-05,0.000102434984,8.4109515e-06,8.071379e-05,4.486533e-05,4.145993e-05,0.00016158292,1.772014e-05,0.0001408035,0.0001429724,9.45558e-05,0.00013695846,4.327631e-05,4.921115e-05,0.00023373119,0.0002385602,0.000183574,0.00020099436,6.0340135e-05,0.00012942374,2.874468e-05,2.0809153e-05
log_bid_depth_5,1.5049205e-05,2.2631086e-05,3.0504294e-05,4.768841e-05,5.8470196e-05,6.2929894e-06,4.436804e-05,1.7343471e-05,8.294832e-05,5.1347957e-05,0.00015110962,3.519164e-05,1.0431999e-05,2.6529075e-05,0.00011836458,9.048312e-05,1.880479e-05,5.6904853e-05,1.8583147e-05,2.8200258e-05,5.7717905e-05,3.828493e-05,2.5425632e-05,0.0013478234,1.7424585e-05,8.347381e-05,6.249098e-05,2.1112717e-05,9.329961e-06,3.2192256e-05,2.6363612e-05,1.836119e-05,1.8633684e-05,0.00012561808,0.00010257092,8.230783e-05,2.9559294e-05,1.4653772e-05,0.00016593459,0.00032769988,0.0001172603,3.2017215e-05,5.863793e-05,1.4053719e-05,2.5599042e-05,2.8395441e-05,3.156357e-05,0.00013632441,2.5896898e-05,3.1668886e-05,2.4653922e-05,3.0278106e-05,4.12355e-05,6.288491e-05,4.3558503e-06,1.3349975e-05,1.5086912e-05,1.589633e-05,2.6340846e-05,5.2703173e-05,1.3610664e-05,3.90505e-05,2.046298e-05,1.00661155e-05,0.000113987786,7.263357e-05,5.0843235e-05,7.041963e-05,0.00013013736,6.5663e-05,1.2406339e-05,2.4110648e-05,0.00015582656,8.020743e-05,7.120133e-05,0.0001248843,4.71813e-05,0.00013559981,1.2446417e-05,4.946013e-06
log_bid_depth_8,3.350001e-05,2.7220796e-05,1.0494009e-05,2.9712342e-05,6.2276216e-05,2.2404873e-05,2.5644735e-05,2.1016373e-05,3.8252027e-05,1.1502578e-05,0.00016342053,1.8031518e-05,6.5050995e-06,4.4993118e-05,7.557243e-05,6.7597684e-05,2.5074172e-05,1.0035273e-05,2.0413396e-05,1.2489266e-05,7.565945e-05,6.310959e-05,3.175966e-05,1.7424585e-05,0.0011541588,0.00015979813,0.0001239588,4.7465204e-05,2.0350852e-05,4.0364266e-05,5.241678e-05,1.8298451e-05,1.989833e-05,0.00018933185,0.00017646117,5.7251782e-05,1.870678e-05,0.0,0.0002635486,0.00027278787,0.00011686651,1.3763479e-05,4.3735887e-05,1.21172625e-05,2.161281e-05,6.149987e-06,2.3669323e-05,0.00013253604,3.4101828e-05,4.7762274e-05,2.5236644e-05,3.9625953e-05,2.5036928e-05,2.9086563e-05,3.9996758e-06,1.2526282e-05,1.8880934e-05,3.3359618e-05,8.26557e-06,5.283609e-05,4.4879434e-06,6.64862e-05,1.3771022e-05,1.4922764e-05,0.00011960775,0.0,0.00010586111,9.215368e-05,0.00013834861,5.7579204e-05,1.9790838e-05,3.622843e-05,6.940051e-05,0.0001412967,7.946983e-05,0.00010764395,4.972301e-05,0.00010897306,1.6505035e-05,9.3108465e-06
obi_1,9.910572e-05,0.00023025188,0.00011818858,0.00014259214,0.00035151636,0.00017731277,0.00018619947,0.0002644331,0.0013070862,8.583843e-05,0.0017722211,0.00016165896,0.00023185881,0.00031679866,0.00045863367,0.00079346175,0.00020108672,0.00018471258,9.254886e-05,0.0002310147,0.0005028919,0.00026738874,0.00020127994,8.347381e-05,0.00015979813,0.021213429,0.00034355215,0.0002651587,7.573353e-05,0.00015411086,0.00016671095,0.00016772775,0.00032820442,0.0012404417,0.0019118512,0.00086679537,0.00015439827,7.583972e-06,0.0010786651,0.002391142,0.00058697234,6.474928e-05,0.0003721802,0.00031327383,0.00028375347,0.00013017074,6.54539e-05,0.00042561893,8.052581e-05,0.00013495568,0.00013166589,0.00020267794,7.497618e-05,0.00018150022,0.00016086533,7.820686e-05,0.00015047123,0.0001156465,9.280691e-05,0.00018523159,3.5104593e-05,0.00016696825,5.6696208e-05,0.00011423403,0.00057916134,0.000102751095,0.0005683344,0.0005068532,0.00029852282,0.00050277176,0.00012252474,0.00014659968,0.00041321068,0.00025217334,0.0002816815,0.00053210324,0.00017360259,0.0007310455,7.787019e-05,1.8433606e-05
obi_2,8.772696e-05,7.793947e-05,0.000111640904,0.00015540098,0.00017554901,7.4340074e-05,8.324025e-05,5.2271327e-05,0.00020179767,9.655817e-05,0.00026864005,0.000113954055,5.506437e-05,0.0001621501,0.00057275686,0.00038393095,0.00013446709,0.00012758178,8.1948434e-05,6.4046144e-05,0.00023252598,0.0002191527,0.00010877486,6.249098e-05,0.0001239588,0.00034355215,0.009926971,0.00018306347,7.1330134e-05,0.000116063995,0.00014312203,8.896334e-05,9.588735e-05,0.0018551701,0.00070984015,0.00034302715,0.00011894095,2.1156018e-06,0.0007670309,0.0015342855,0.0003819109,5.348751e-05,0.00029231867,7.5715085e-05,9.1836584e-05,0.00011858165,7.9292855e-05,0.0003990577,0.000111252404,0.00011668034,8.409922e-05,6.190456e-05,4.9983766e-05,9.9470424e-05,0.00011844977,5.0489893e-05,7.725517e-05,6.446174e-05,2.5951227e-05,0.000158994,3.0451809e-05,0.00016696508,4.5318728e-05,5.08118e-05,0.00047648768,6.522126e-05,0.00015026216,0.0004571053,0.00021906247,0.00025412563,6.462255e-05,7.3524265e-05,0.00033830007,0.00018515269,0.0003658919,0.0001971188,0.00020394142,0.00035273444,4.2054195e-05,7.473526e-06
obi_3,1.7965738e-05,6.134784e-05,2.3049412e-05,7.894511e-05,0.00013679321,7.326164e-05,5.475263e-05,9.962307e-05,8.073447e-05,1.5201455e-05,0.00014357289,3.0278603e-05,5.6170244e-05,7.511686e-05,0.00017171593,0.00015421769,8.084167e-05,5.4816206e-05,2.7913708e-05,5.5658205e-05,8.560735e-05,8.07213e-05,8.820353e-05,2.1112717e-05,4.7465204e-05,0.0002651587,0.00018306347,0.00422442,2.2512268e-05,3.311704e-05,7.057596e-05,3.3285614e-05,5.065697e-06,0.0006467184,0.00041874143,0.00017859372,4.8329304e-05,3.731073e-06,0.00020625757,0.0014492194,0.00024133209,3.9597828e-05,8.270908e-05,7.188302e-05,4.3088996e-05,6.858543e-05,3.838921e-05,7.811817e-05,6.1808125e-05,7.7000164e-05,5.9710695e-05,4.740954e-05,2.8112774e-05,7.072635e-05,4.485965e-05,3.297003e-05,4.557179e-05,4.4202934e-05,7.163366e-06,7.224818e-05,8.477078e-05,7.046716e-05,4.7636506e-05,4.556036e-05,0.00015558129,5.164729e-05,0.0002825096,0.00015628636,0.0002092217,0.00014109844,1.9144925e-05,6.105489e-05,0.00013499973,7.8325276e-05,9.953386e-05,0.00011529148,3.4938188e-05,9.495145e-05,3.19018e-05,9.528869e-06
obi_5,2.8239563e-05,1.9722085e-05,7.161833e-05,3.9936596e-05,7.10861e-05,2.8322469e-05,1.7795744e-05,7.115167e-05,9.1870344e-05,4.3690936e-05,0.000108043096,5.247582e-05,3.475472e-05,3.882005e-05,7.820352e-05,6.539707e-05,7.829589e-05,3.0964977e-05,8.328337e-06,1.818295e-05,7.362678e-05,3.4032848e-05,3.4540368e-05,9.329961e-06,2.0350852e-05,7.573353e-05,7.1330134e-05,2.2512268e-05,0.0017846922,3.563661e-05,6.553893e-05,4.394461e-05,5.292006e-06,0.00030468183,0.00032654408,7.498075e-05,1.6635035e-05,1.1108801e-06,0.00019563633,0.00023035448,7.296198e-05,1.1535362e-05,4.9459573e-05,1.1353412e-05,1.0658678e-05,3.1901433e-05,1.5147456e-05,0.00012056301,5.1531333e-05,2.7656823e-05,3.389726e-05,3.9620038e-05,1.866264e-05,6.461446e-05,1.0902058e-05,1.4484055e-05,1.43323705e-05,2.9701795e-07,6.2797053e-06,4.4493987e-05,2.8856966e-05,5.3637938e-05,4.7829467e-06,5.2136356e-06,0.000117186515,2.5033925e-05,0.0001046287,9.5481424e-05,9.404987e-05,5.024928e-05,4.052839e-05,1.4005851e-05,0.00013484982,9.000786e-05,6.5137676e-05,0.00010659553,4.2741864e-05,6.992803e-05,2.8579878e-05,1.0103189e-06
obi_8,1.6248208e-05,3.2372707e-05,4.2698623e-05,5.260999e-05,6.0957642e-05,2.7616045e-06,2.6743663e-05,2.5117743e-05,7.943616e-05,7.149961e-05,0.00016695436,2.4484074e-05,6.2999374e-05,6.331346e-05,8.2421815e-05,0.0002507063,4.21274e-05,2.9396764e-05,5.2114025e-05,2.6499306e-06,8.3824474e-05,0.00015608832,2.723674e-05,3.2192256e-05,4.0364266e-05,0.00015411086,0.000116063995,3.311704e-05,3.563661e-05,0.0025195715,2.131535e-05,2.7085316e-05,3.685632e-05,0.00023731384,0.0002582695,0.00016009684,3.187413e-05,2.7650033e-06,0.0002873861,0.0003931137,0.000114914685,3.6712674e-05,6.5987195e-05,3.34e-05,2.540952e-05,9.2224145e-06,4.4136617e-05,0.00012472752,1.4139713e-05,4.2097116e-05,2.2096063e-05,2.8298102e-05,4.0779716e-05,1.6048516e-05,2.7160304e-05,1.1725437e-05,6.7073734e-06,3.1534353e-05,1.732117e-05,6.3213236e-05,1.7928534e-06,0.00017803999,1.8398556e-05,2.6539648e-05,0.000100554986,1.9868121e-05,0.00016483056,0.00011375153,0.00012338518,0.0001188969,2.3899505e-05,3.8709244e-05,0.00013183888,7.893165e-05,9.025219e-05,0.000115951865,3.2862652e-05,0.00010716318,9.154866e-06,2.5904847e-06
weighted_obi,7.259663e-05,7.656597e-05,0.00011542896,3.980115e-05,0.000119664815,2.1557893e-05,5.2188792e-05,4.098789e-05,0.00017248438,5.77903e-05,0.00017472693,8.703396e-05,1.6836086e-05,4.2017233e-05,7.9476915e-05,0.00022500171,0.00013463564,3.964062e-05,4.5356166e-05,1.0042837e-05,8.333408e-05,7.951594e-05,7.4814154e-05,2.6363612e-05,5.241678e-05,0.00016671095,0.00014312203,7.057596e-05,6.553893e-05,2.131535e-05,0.0042512324,3.4483277e-05,5.64327e-05,0.000736674,0.00071511,0.00020655857,5.8073852e-05,0.0,0.00042497405,0.00058390334,9.6932534e-05,6.281113e-05,0.00011963074,1.96291e-05,2.9877234e-05,6.1591585e-05,6.743211e-05,0.00011124483,4.7878806e-05,3.045474e-05,7.749541e-05,2.8265898e-05,5.684525e-05,5.3417145e-05,6.028565e-05,3.0904564e-05,1.3292373e-05,4.3966164e-05,1.1117995e-05,1.9778483e-05,1.2863004e-05,0.00012542203,5.493488e-05,1.4888061e-05,0.00021283323,8.389743e-05,0.000117179465,0.00015431289,0.00016340312,8.6981236e-05,7.9334495e-05,8.633596e-05,0.00010315527,0.000118252625,0.00014648563,0.00016442801,0.00014002442,9.130797e-05,1.9470495e-05,6.987414e-06
microprice_edge_bps,5.7686925e-06,1.49049465e-05,2.8294347e-05,4.74893e-05,4.3120952e-05,1.9612668e-05,3.1475574e-05,2.1838116e-05,6.4963235e-05,3.870611e-05,7.162697e-05,1.0718785e-05,2.7396174e-05,5.82326e-05,0.00028478244,0.00019939565,0.000101374644,4.92902e-05,3.944818e-05,2.8926144e-05,0.00021273636,8.725423e-05,6.1528604e-05,1.836119e-05,1.8298451e-05,0.00016772775,8.896334e-05,3.3285614e-05,4.394461e-05,2.7085316e-05,3.4483277e-05,0.0031113354,6.640068e-05,0.00078776135,0.00043367804,0.0001203159,4.7385024e-06,1.6312947e-06,0.00042268515,0.0006015494,8.7972454e-05,2.380442e-05,6.400799e-05,5.305331e-05,1.2122767e-05,1.4143482e-05,6.195428e-05,0.00016911594,2.52217e-06,8.217533e-05,2.507669e-05,1.0806963e-05,2.0022972e-05,3.023288e-05,2.6560965e-05,4.073206e-06,7.1638933e-06,3.2976583e-05,2.748396e-06,4.3849497e-05,2.8919594e-05,5.8546335e-05,6.8191393e-06,3.3378467e-06,7.9826e-05,5.5630873e-05,0.00012430755,0.00012029269,0.000115043345,5.1925403e-05,9.0883805e-06,3.0231125e-05,0.00023290176,0.0001181354,8.893293e-05,0.00012676003,4.601741e-05,0.00012620549,0.0,2.1334745e-05
ask_distance_1_bps,0.0,7.3039414e-06,2.9228077e-05,1.9852967e-05,7.395214e-05,3.067937e-05,1.647176e-05,3.2003427e-05,0.0,1.0517056e-05,0.00028438022,9.072325e-06,5.4366094e-05,8.2108265e-05,4.2251857e-05,0.00016517425,6.0821567e-05,2.8818056e-05,1.4757368e-06,4.7779922e-05,0.0002015902,7.441062e-05,6.373241e-05,1.8633684e-05,1.989833e-05,0.00032820442,9.588735e-05,5.065697e-06,5.292006e-06,3.685632e-05,5.64327e-05,6.640068e-05,0.0017384186,0.00027900396,0.00020657334,1.355033e-05,8.96838e-05,0.0,0.00048163795,0.00029997388,0.00010317244,2.7807911e-05,4.672061e-05,0.0,2.3802893e-05,2.3121911e-05,2.537124e-06,9.495879e-05,1.711296e-05,1.1975518e-05,1.65282e-05,3.6366226e-05,0.0,4.1103285e-05,1.2579115e-05,2.9752331e-05,0.0,2.396481e-05,2.0805337e-05,6.213658e-05,3.172335e-05,6.4016655e-05,1.6423119e-06,1.942169e-05,5.655352e-05,4.3835855e-05,4.3864926e-05,3.7402348e-05,3.330863e-05,7.6660865e-05,4.045485e-06,2.2618564e-05,0.00016800223,7.629415e-05,3.1435764e-05,0.00022089531,2.0232106e-05,0.00014136013,3.042021e-06,2.1871188e-05
ask_distance_2_bps,0.00036653836,0.00049267453,0.00017954202,0.00039687788,0.0006476837,0.00029467032,0.0005413113,0.00048803512,0.0011720698,0.00025774693,0.0011807176,0.00032920847,0.00033421803,0.00084215315,0.0006451134,0.0025855575,0.0008277266,0.00065250724,0.0002696232,0.00033377885,0.001320014,0.0010158423,0.00047937123,0.00012561808,0.00018933185,0.0012404417,0.0018551701,0.0006467184,0.00030468183,0.00023731384,0.000736674,0.00078776135,0.00027900396,0.051418167,0.003247823,0.0015799846,0.00035642,4.9039012e-05,0.006645845,0.0063029816,0.0011467229,0.00017158888,0.00061698287,0.00031866116,0.0002460648,0.00038132834,0.00036953096,0.00093261705,0.00037936802,0.00058697484,0.0003833919,0.0002783099,0.00020904795,0.0003070895,0.00036816823,0.00017924303,0.00016040767,0.00018976742,0.00021468924,0.00055967254,0.00014052282,0.00050423,0.000107657055,0.00024698925,0.0012883594,0.00029142585,0.00062565773,0.00090580457,0.0010757184,0.00072166324,0.00037094066,0.0003531652,0.00159635,0.0020881474,0.001145711,0.0011745344,0.00028285492,0.0011421537,0.00011678372,0.00018455784
ask_distance_3_bps,0.00016975871,0.00031915988,0.00020311616,0.00031955363,0.00067736564,0.00016227904,0.00024978782,0.00023740949,0.0014017903,0.000163367,0.00050783803,0.00016541558,0.00021099705,0.0011100057,0.00061135716,0.0019571877,0.00037320654,0.00022287526,0.0003408765,0.0002122931,0.00045447084,0.0007508344,0.00040121737,0.00010257092,0.00017646117,0.0019118512,0.00070984015,0.00041874143,0.00032654408,0.0002582695,0.00071511,0.00043367804,0.00020657334,0.003247823,0.03865355,0.0005946286,9.3279115e-05,0.0,0.0015923752,0.003831001,0.00048678686,0.00017411838,0.00051427673,0.00020791306,0.00024604175,0.00019313919,0.00017659279,0.00085037533,0.00017901749,0.00021729323,0.00021661431,0.00020586225,0.000145767,0.00027751044,0.00019247226,0.00020771952,0.00012644137,0.00012365909,0.00024649777,0.0003274145,6.1663195e-05,0.00034083502,0.00015056807,0.00013984722,0.0010085665,0.00032744283,0.00063094654,0.0010100763,0.0005740485,0.00040441804,0.00020260931,0.00025182957,0.0005797782,0.000449832,0.0005907515,0.000551091,0.00022437336,0.00044391246,0.00010273921,8.286792e-05
ask_distance_5_bps,8.0561964e-05,0.00016213041,0.000113253234,0.00013847872,0.00039644822,0.00011445106,6.7873225e-05,0.00015241957,0.0006204814,6.586512e-05,0.0002726568,0.0001438198,0.00014421274,0.0001652652,0.0003667685,0.00083200866,0.00029483135,0.0001304054,0.00014273179,0.00011938076,0.00021509937,0.00015805804,9.9820834e-05,8.230783e-05,5.7251782e-05,0.00086679537,0.00034302715,0.00017859372,7.498075e-05,0.00016009684,0.00020655857,0.0001203159,1.355033e-05,0.0015799846,0.0005946286,0.012207647,5.729469e-05,1.5224472e-07,0.0005651816,0.0010021273,0.0002105527,8.35106e-05,0.00021177059,0.00015875918,5.248465e-05,0.00012032301,4.839299e-05,0.0003255105,9.148915e-05,0.00013263596,0.0001135921,9.596209e-05,0.00011989708,0.000114812574,0.00012652397,6.5982604e-05,4.8574508e-05,6.883454e-05,3.458284e-05,0.00012516335,1.609313e-05,0.000113922746,7.172303e-05,6.281513e-05,0.00027412287,0.00011365202,0.00037152262,0.000628704,0.0002004959,0.00024150917,7.416482e-05,0.0001353232,0.00035780578,0.00039296984,0.00028697253,0.0002073421,0.0001375888,0.000178543,4.394452e-05,4.8173333e-05
ask_distance_8_bps,9.139297e-06,4.6494166e-05,1.790858e-05,6.805726e-05,0.0001263473,9.000091e-06,3.980921e-05,1.0037406e-05,5.9253598e-05,1.233016e-05,0.00016141961,3.5768113e-05,7.2453654e-06,3.2917404e-05,9.4911185e-05,0.0001515094,4.7135e-05,5.7226425e-05,0.00014122455,2.841047e-05,5.553556e-05,7.8659024e-05,6.1015773e-05,2.9559294e-05,1.870678e-05,0.00015439827,0.00011894095,4.8329304e-05,1.6635035e-05,3.187413e-05,5.8073852e-05,4.7385024e-06,8.96838e-05,0.00035642,9.3279115e-05,5.729469e-05,0.0022395747,1.4610688e-06,0.00019329699,0.00021199016,0.00011940727,1.340611e-05,4.3985277e-05,5.2316485e-05,2.2769058e-05,1.0059823e-05,6.318343e-05,0.00014852124,1.219954e-05,3.0604384e-05,3.4393895e-05,1.971288e-05,3.0013147e-05,4.5916124e-05,3.1522777e-05,1.3160988e-05,1.8197197e-05,2.5335374e-05,2.182049e-06,7.364523e-05,2.7003596e-06,3.5338915e-05,1.1049183e-05,3.0801824e-05,9.196822e-05,8.637544e-06,0.00010674319,9.8706616e-05,8.3564984e-05,7.99114e-05,1.3231762e-05,5.790757e-05,0.00014585508,0.00012747647,9.868294e-05,0.00016344518,3.2842017e-05,0.00010639643,8.702571e-06,1.43898615e-05
bid_distance_1_bps,0.0,3.8731255e-06,0.0,2.3764518e-05,6.1133946e-06,0.0,2.5832146e-06,0.0,0.0,0.0,1.29709915e-05,7.582073e-07,0.0,5.5956e-06,7.835022e-06,3.58529e-05,0.0,0.0,0.0,0.0,2.2787188e-05,8.668815e-06,0.0,1.4653772e-05,0.0,7.583972e-06,2.1156018e-06,3.731073e-06,1.1108801e-06,2.7650033e-06,0.0,1.6312947e-06,0.0,4.9039012e-05,0.0,1.5224472e-07,1.4610688e-06,0.0002597587,1.4551148e-05,5.3618576e-05,1.1608484e-05,0.0,1.9905299e-06,1.0067024e-05,0.0,1.6369946e-05,0.0,2.008579e-05,0.0,1.1823327e-05,7.70862e-06,4.635928e-06,7.3656037e-07,0.0,2.4979595e-06,0.0,4.183482e-06,0.0,2.4558406e-06,3.7722634e-06,0.0,3.860296e-05,0.0,0.0,4.8081138e-06,1.713329e-06,1.8705199e-06,6.3914663e-06,2.3548477e-05,0.0,0.0,8.693023e-06,6.292171e-05,5.568204e-05,2.70394e-05,2.1223865e-05,0.0,2.979366e-05,0.0,0.0
bid_distance_2_bps,0.00017161046,0.00018096292,0.0001674566,0.00030815933,0.0005448708,0.00032764082,0.0004076453,0.0003040958,0.0010061656,0.00016578483,0.0013855752,0.00031067152,0.00025288938,0.00044000833,0.0010055999,0.0010481483,0.0004749368,0.00032149584,0.00015724462,0.00017707699,0.00194055,0.0005244844,0.0005036028,0.00016593459,0.0002635486,0.0010786651,0.0007670309,0.00020625757,0.00019563633,0.0002873861,0.00042497405,0.00042268515,0.00048163795,0.006645845,0.0015923752,0.0005651816,0.00019329699,1.4551148e-05,0.035472076,0.0027204796,0.0011128943,0.00028437452,0.0003860993,0.0002559367,0.00017372974,0.00019028832,0.00037461444,0.0011856039,0.00027530495,0.0003785738,0.00020931568,0.00023365428,0.00014085406,0.00021749832,0.00018344435,0.00013300689,0.00017264449,0.00013550962,0.00010137879,0.00030325542,0.0001006429,0.00035039242,0.00012472902,0.00018508715,0.00060203084,7.0660106e-05,0.0005230326,0.0005872479,0.00078772305,0.00045756972,0.00026959417,0.00028546408,0.0011368229,0.0017115057,0.0013780124,0.0012244866,0.00024406206,0.0013076656,6.013815e-05,5.4704135e-05
bid_distance_3_bps,0.00037783387,0.0007569533,0.00023620157,0.000601679,0.00093887496,0.00037592478,0.00052388204,0.00074636965,0.0013664538,0.0002786231,0.0023645496,0.00027394938,0.00031854393,0.00043743165,0.0014516659,0.0028203153,0.0004979591,0.00059776305,0.00043815005,0.00063087,0.0012046251,0.0011376069,0.0006760972,0.00032769988,0.00027278787,0.002391142,0.0015342855,0.0014492194,0.00023035448,0.0003931137,0.00058390334,0.0006015494,0.00029997388,0.0063029816,0.003831001,0.0010021273,0.00021199016,5.3618576e-05,0.0027204796,0.060863074,0.0017015111,0.0005867996,0.0013224538,0.00045231322,0.00029414566,0.0006591027,0.00023670387,0.0014931008,0.00038853186,0.00038797286,0.0003939058,0.000514293,0.0002391085,0.0009330237,0.0002307595,0.000114984075,0.00017700384,0.00021696337,0.00012439766,0.00042732136,0.00017839935,0.0005081988,0.00014108219,0.00025920986,0.0011423823,0.00022603298,0.0010808832,0.001274402,0.0018159393,0.0008082087,0.00029823143,0.0005590344,0.001115497,0.001012755,0.0010572225,0.0010837142,0.00041238195,0.0005588613,0.00011689159,0.00014183013
